Constâncio was Secretary of State for Planning in the I and II Provisional Government of Portugal from 1974 to 1975, and Secretary of State for Budget and Planning in 1976 in the IV Provisional Government.	Constâncio foi Secretário de Estado para Planejamento no 1º e 2º Governos Provisórios de Portugal, de 1974 a 1975, e Secretário de Estado para Orçamento e Planejamento em 1976 no 4º Governo Provisório.
He then became Finance Minister from January to August 1978 in the II Constitutional Government of Portugal, and is therefore until now the youngest Portuguese Finance Minister since the revolution.	Depois, tornou-se Ministro das Finanças de janeiro a agosto de 1978 no 2º Governo Constitucional de Portugal, e é, portanto, até hoje, o Ministro das Finanças português mais jovem desde a revolução.
Constâncio was secretary-general of the Socialist Party from 1986 to 1989.	De 1986 a 1989, Constâncio foi secretário-geral do Partido Socialista.
He lost the legislative elections of 19 July 1987, but remained in office.	Ele perdeu as eleições legislativas de 19 de julho de 1987, mas permaneceu no gabinete.
He resigned the following year, being replaced by Jorge Sampaio.	No ano seguinte, ele renunciou, sendo substituído por Jorge Sampaio.
Constâncio was governor of the Banco de Portugal, the Portuguese central bank, for the first time in 1985-86, having been appointed vice-governor in 1977, in 1979, and in the period from 1981 to 1984.	Constâncio foi governador do Banco de Portugal, o banco central português, pela primeira vez em 1985-86 e foi indicado vice-governador em 1977, em 1979 e no período de 1981 a 1984.
From 1993 to 1994, Constâncio served as chairman of Lisboa 94, the entity in charge of organizing the commemorative events of Lisbon as European Capital of Culture.	De 1993 a 1994, Constâncio serviu como presidente da Lisboa 94, e entidade encarregada da organização de eventos comemorativos de Lisboa, como capital europeia da cultura.
Between 1995 and 1999, Constâncio was a member of the Portuguese Council of State.	Entre 1995 e 1999, Constâncio foi membro do Conselho de Estado português.
During the same period, he served as Member of the Board (Executive Director) of Banco Português de Investimento (BPI), a leading private Portuguese banking group, with responsibility for Budget, Accounting and Control of Financial Market Risks.	Durante o mesmo período, ele serviu como Membro da Diretoria (diretor executivo) do Banco Português de Investimento (BPI), um grupo bancário privado português líder, sendo responsável por Orçamento, Contabilidade e Controle dos Riscos do Mercado Financeiro.
In this capacity, he represented BPI as non-executive member of the board of Portugal Telecom and subsequently as non-executive member of the Board of Energias de Portugal.	Nessa função, ele representou o BPI como um membro não executivo da diretoria da Portugal Telecom e, subsequentemente, como membro não executivo da diretoria de Energias de Portugal.
Constâncio served once more as governor of the Banco de Portugal from 2000 to 2010, having been re-appointed in 2006.	Constâncio trabalhou mais uma vez como governador do Banco de Portugal de 2000 a 2010, após ser indicado novamente em 2006.
Under his presidency the Bank of Portugal spent one third of its original holdings of 600 tons of gold to 400 tons, approximately.	Sob a presidência dele, o Banco de Portugal gastou um terço de seu títulos originais de 600 toneladas de ouro, ou 400 toneladas, aproximadamente.
While in office, he advocated salaries stagnation or increases below inflation, as a way to increase the Portuguese economy's competitiveness.	No gabinete, ele defendeu a estagnação salarial ou aumentos abaixo da inflação, como uma maneira de aumentar a competitividade da economia de Portugal.
In 2005, Constâncio enraged right-wing politicians when he reviewed the previous conservative government's figures and revised the deficit up from around 3% to 6.8%.	In 2005, Constâncio enfureceu políticos de direita quando revisou os números do antigo governo conservador e elevou o déficit de 3% a 6,8%.
Two Portuguese banks (Banco Português de Negócios (BPN) and Banco Privado Português (BPP) had been accumulating losses for years due to bad investments, embezzlement and accounting fraud.	Dois bancos portugueses, Banco Português de Negócios (BPN) e Banco Privado Português (BPP), acumularam perdas durante anos devido a investimentos ruins, peculato e fraude contábil.
The Portuguese Central Bank, led by Constâncio, was criticized for having allowed this situation for years.	O Banco Central Português, liderado por Constâncio, foi criticado por permitir que essa situação perdurasse durante anos.
Constâncio was first mentioned as a potential vice president of the European Central Bank in 2002, to replace Christian Noyer.	Primeiro, Constâncio foi mencionado como possível vice-presidente do Banco Central Europeu em 2002 para substituir Christian Noyer.
He cited family reasons for refusing to run for the post.	Ele alegou motivos familiares ao recusar-se a concorrer para o cargo.
Constâncio was appointed vice president of European Central Bank, for an eight-year mandate.	Constâncio foi indicado a vice-presidente do Banco Central Europeu para um mandato de oito anos.
At the time, he was chosen by Eurozone finance ministers ahead of Peter Praet, director of the National Bank of Belgium, and Yves Mersch, the governor of the Bank of Luxembourg, to replace Lucas Papademos of Greece.	Na época, ele foi escolhido pelos ministros da zona do euro em detrimento de Peter Praet, diretor do Banco Nacional da Bélgica e Yves Mersch, governador do Banco de Luxemburgo, como substituto de Lucas Papademos da Grécia.
Shortly after, on 6 April 2011, the Portuguese Government, facing increasing difficulties in securing its financing needs in the international financial markets, formally requested international financial assistance leading to a €78 billion program with equal participation of the European Financial Stabilisation Mechanism, European Financial Stability Facility and International Monetary Fund.	Logo depois, em 6 de abril de 2011, o governo português, enfrentando cada vez mais dificuldades para garantir as próprias necessidades financeiras nos mercados financeiros internacionais, solicitou formalmente a assistência financeira internacional que resultou em um programa de € 78 bilhões com participação igualitária do Mecanismo Europeu de Estabilização Financeira, do Fundo Europeu de Estabilização Financeira e do Fundo Monetário Internacional.
José Sócrates was born in Porto on 6 September 1957, and was registered as a newborn in Vilar de Maçada, Alijó municipality, in northeastern Portugal, since the locality was his family ancestral homeland.	José Sócrates nasceu em Porto no dia 6 de setembro de 1957, e foi registrado como recém-nascido em Vilar de Maçada, município de Alijó, no nordeste de Portugal, já que o local era terra natal de sua família.
However, the young José Sócrates lived throughout his childhood and teen years with his father, a divorced building designer, in the city of Covilhã, Cova da Beira subregion, in central inland Portugal, in the Centro region.	Porém, o jovem José Sócrates viveu toda a infância e a adolescência com o pai, um projetista de edifícios divorciado, na cidade de Covilhã, sub-região da Cova da Beira, na região central do interior de Portugal.
His parents are Fernando Pinto de Sousa (Vilar de Maçada, Alijó, 15 November 1926 – Oporto, 18 July 2011) and wife and remote relative Maria Adelaide de Carvalho Monteiro (b.	Os pais dele são Fernando Pinto de Sousa (Vilar de Maçada, Alijó, 15 de novembro de 1926 – Oporto, 18 de julho de 2011) e a esposa e parente distante Maria Adelaide de Carvalho Monteiro (b.
Vilar de Maçada, Alijó, 8 October 1931).	Vilar de Maçada, Alijó, oito de outubro de 1931).
He has two younger siblings, António Carvalho Pinto de Sousa, born circa 1962, and Ana Maria Carvalho Pinto de Sousa, died in 1988.	Ele tem dois irmãos mais novos, António Carvalho Pinto de Sousa, nascido perto de 1962, e Ana Maria Carvalho Pinto de Sousa, que faleceu em 1988.
He is a descendant of the illegitimate daughter of António José Girão Teixeira Lobo Barbosa (Porto, Sé, 9 January 1715 – Alijó, Vilar de Maçada), Fidalgo of the Royal Household and Knight of the Order of Christ.	Ele é descendente da filha ilegítima de António José Girão Teixeira Lobo Barbosa (Porto, Sé, 9 de janeiro de 1715 – Alijó, Vilar de Maçada), Fidalgo da Família Reak e Cavaleiro da Ordem de Cristo.
José Sócrates studied in Covilhã's basic and secondary schools, until the age of 18.	José Sócrates estudou nas escolas básicas e secundárias de Covilhã até os 18 anos.
Then, in 1975, he went to Coimbra in order to attend a higher education institution.	Então, em 1975, ele foi a Coimbra para participar de uma instituição de ensino superior.
He earned in 1979 his 4-year bacharelato degree as a civil technical engineer from the Instituto Superior de Engenharia de Coimbra (in 1988 incorporated into the Instituto Politécnico de Coimbra).	Em 1979, ele conquistou o diploma de bacharelado com duração de 4 anos de engenheiro técnico civil do Instituto Superior de Engenharia de Coimbra (incorporado em 1988 ao Instituto Politécnico de Coimbra).
From 1987 to 1993, he took law classes at Universidade Lusíada, a private university in Lisbon, but failed to graduate.	De 1987 a 1993, ele fez aulas na Universidade Lusíada, uma universidade privada em Lisboa, mas não conseguiu se formar.
